Sign,segment,url,FingerSelection,Aperture,Curve,Bent,Width,Facing,Focus,Dynamic Orientation,Location,Plane,Settings,Path,Paddle,H2 FingerSelection,H2 Aperture,H2 Curve,H2 Bent,H2 Width,H2 Facing,H2 Focus,H2 Dynamic Orientation,H2 Location,H2 Plane,H2 Settings,H2 Path,H2 Paddle,manner_tense,manner_repeated,manner_laceration,manner_symmetrical,manner_alternating,manner_biderectional,file,labeled_url,iconic,Anna_Klezovich_comments
посещать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3437--посещать--посещать.mp4?raw=true,"[1-st,2-nd]",,curved,,wide,palm,tips,,space,horisontal,x-y,arc,,,,,,,,,,,,,,,,,,,,,посещать--посещать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3437--посещать--посещать.mp4?raw=true' target='_blank'>посещать</a>,iconic,
рухнуть,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5071--рухнуть--рухнуть.mp4?raw=true,"[1-st,2-nd]",,straight,straight,wide,back,tips,prone-supine,hand-palm,horisontal,far-near,circle-clock,,,,,,,,,,,,,,,,,,,,,рухнуть--рухнуть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5071--рухнуть--рухнуть.mp4?raw=true' target='_blank'>рухнуть</a>,iconic,
приходить,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//5118--приходить--приходить.mp4?raw=true,"[1-st,2-nd]",,curved,straight,wide,palm,tips,supine-prone,hand-narrow,parallel,far-near,arc,,,,,,,,,,,,,,,,,,,,,приходить--приходить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//5118--приходить--приходить.mp4?raw=true' target='_blank'>приходить</a>,iconic,
рисовать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6465--рисовать--рисовать.mp4?raw=true,"[1-st,2-nd]",,straight,straight,pointed,back,root,,hand-palm,sagittal,high-low,wave,,,,,,,,,,,,,,,,,,,,,рисовать--рисовать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6465--рисовать--рисовать.mp4?raw=true' target='_blank'>рисовать</a>,iconic,
выбыть,1,"https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6515--выбыть, отсеяться--выбыть, отсеяться.mp4?raw=true","[1-st,2-nd]",,curved,straight,wide,tips,tips,,hand-palm,horisontal,near-far,arc,,,,,,,,,,,,,,,,,,,,,"выбыть, отсеяться--выбыть, отсеяться","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6515--выбыть, отсеяться--выбыть, отсеяться.mp4?raw=true' target='_blank'>выбыть</a>",iconic,
сбегать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6928--сбегать--сбегать.mp4?raw=true,"[1-st,2-nd]",closed-open,curved-straight,bent-straight,pointed-wide,back,tips,,hand-palm,horisontal,proxi-distal,straight,,,,,,,,,,,,,,,,,,,,,сбегать--сбегать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6928--сбегать--сбегать.mp4?raw=true' target='_blank'>сбегать</a>,iconic,
падать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7166--падать--MVI_7041.mp4?raw=true,"[1-st,2-nd]",,straight,straight,wide,tips,,prone-supine,hand-palm,horisontal,,,,,,,,,,,,,,,,,,,,,,,падать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7166--падать--MVI_7041.mp4?raw=true' target='_blank'>падать</a>,iconic,
падать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7166--падать--MVI_7041.mp4?raw=true,"[1-st,2-nd]",,straight,straight,wide,back,,prone-supine,hand-palm,horisontal,,,,,,,,,,,,,,,,,,,,,,,падать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7166--падать--MVI_7041.mp4?raw=true' target='_blank'>падать</a>,iconic,
преклонять колени,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7861--преклонять колени--MVI_7946.mp4?raw=true,"[1-st,2-nd]",,straight-curved,straight,wide,tips,,,hand-palm,horisontal,,,,,,,,,,,,,,,,,,,,,,,преклонять колени,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7861--преклонять колени--MVI_7946.mp4?raw=true' target='_blank'>преклонять колени</a>,iconic,
возвращать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7912--возвращать--MVI_8014.mp4?raw=true,"[1-st,2-nd]",,straight,straight,wide,,back,neutral-prone,space,horisontal,distal-proxi,straight,,,,,,,,,,,,,,,,,,,,,возвращать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7912--возвращать--MVI_8014.mp4?raw=true' target='_blank'>возвращать</a>,non iconic,
целовать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9233--целовать--MVI_9982.mp4?raw=true,"[1-st,2-nd]",,straight,straight,pointed,,palm,supine-prone,head-low,,near-far,straight,,,,,,,,,,,,,,,,,,,,,целовать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9233--целовать--MVI_9982.mp4?raw=true' target='_blank'>целовать</a>,iconic,
стоять на коленях,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9247--стоять на коленях--MVI_0007.mp4?raw=true,"[1-st,2-nd]",,straight-curved,straight,wide,tips,,,hand-palm,horisontal,,,,,,,,,,,,,,,,,,,,,,,стоять на коленях,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9247--стоять на коленях--MVI_0007.mp4?raw=true' target='_blank'>стоять на коленях</a>,iconic,
прыгать_II,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9360--прыгать--прыгать.mp4?raw=true,"[1-st,2-nd]",,curved,straight,wide,tips,tips,,hand-palm,horisontal,near-far,arc,,,,,,,,,,,,,,,,,,,,,прыгать--прыгать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9360--прыгать--прыгать.mp4?raw=true' target='_blank'>прыгать</a>,iconic,
глядеть,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9571--глядеть--глядеть.mp4?raw=true,"[1-st,2-nd]",,straight,straight,wide,palm,tips,,space,horisontal,proxi-distal,straight,,,,,,,,,,,,,,,,,,,,,глядеть--глядеть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9571--глядеть--глядеть.mp4?raw=true' target='_blank'>глядеть</a>,iconic,
смотреть туда,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9573--смотреть--смотреть.mp4?raw=true,"[1-st,2-nd]",,straight,straight,wide,palm,back,,head-mid,horisontal,"near-far,x-y",straight,,,,,,,,,,,,,,,,,,,,,смотреть--смотреть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9573--смотреть--смотреть.mp4?raw=true' target='_blank'>смотреть туда</a>,iconic,
смотреть туда,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9573--смотреть--смотреть.mp4?raw=true,[1-st],,straight,straight,wide,tips,tips,,space,horisontal,"near-far,x-y",straight,,,,,,,,,,,,,,,,,,,,,смотреть--смотреть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9573--смотреть--смотреть.mp4?raw=true' target='_blank'>смотреть туда</a>,iconic,
игнорировать_II,1,"https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10307--игнорировать, не обращать внимания--MVI_1531.mp4?raw=true","[1-st,2-nd,3-rd,4-th]",open-closed,straight,bent,pointed,radial,palm,,head-side,,near-far,arc,,,,,,,,,,,,,,,,,,,,,"игнорировать, не обращать внимания","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10307--игнорировать, не обращать внимания--MVI_1531.mp4?raw=true' target='_blank'>игнорировать</a>",non iconic,
игнорировать_II,2,"https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10307--игнорировать, не обращать внимания--MVI_1531.mp4?raw=true","[1-st,2-nd,3-rd,4-th]",closed-open,straight,bent,pointed,radial,palm,,head-side,,near-far,arc,,,,,,,,,,,,,,,,,,,,,"игнорировать, не обращать внимания","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10307--игнорировать, не обращать внимания--MVI_1531.mp4?raw=true' target='_blank'>игнорировать</a>",non iconic,
перехлестывать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10738--перехлестывать--MVI_2117.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,palm,palm,,hand-back,horisontal,far-near,straight,,,,,,,,,,,,,,,,,,,,,перехлестывать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10738--перехлестывать--MVI_2117.mp4?raw=true' target='_blank'>перехлестывать</a>,iconic,
платить,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10975--платить--MVI_2449.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",open-closed,straight,bent,,back,tips,,hand-palm,horisontal,far-near,straight,,,,,,,,,,,,,,,,,,,,,платить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10975--платить--MVI_2449.mp4?raw=true' target='_blank'>платить</a>,iconic,
платить.кредиткой,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10979--плата кредитной картой--MVI_2453.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",closed,straight,bent,pointed,tips,ulnar,,space,horisontal,contra-ipsi,straight,,,,,,,,,,,,,,,,,,,,,плата кредитной картой,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10979--плата кредитной картой--MVI_2453.mp4?raw=true' target='_blank'>платить.кредиткой</a>,iconic,
выполнять_I,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/11073--выполнять--MVI_2577.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,palm,tips,,hand-narrow,sagittal,proxi-distal,straight,,,,,,,,,,,,,,,,,,,,,выполнять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/11073--выполнять--MVI_2577.mp4?raw=true' target='_blank'>выполнять</a>,iconic,
собирать_I,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/11191--собирать--собирать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",open-closed,straight-curved,straight-bent,wide-pointed,ulnar,palm,,hand-palm,horisontal,"ipsi-contra,far-near",arc,,,,,,,,,,,,,,,,,,,,,собирать--собирать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/11191--собирать--собирать.mp4?raw=true' target='_blank'>собирать</a>,iconic,
поднимать_I,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/11192--забирать--забирать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",open-closed,straight-curved,straight-bent,pointed,tips,root,,space,horisontal,low-high,straight,,,,,,,,,,,,,,,,,,,,,забирать--забирать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/11192--забирать--забирать.mp4?raw=true' target='_blank'>поднимать</a>,iconic,
отменить,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/2597--отменить--MVI_1035_3g2_Output_557.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,,ulnar,,space,parallel,"high-low,ipsi-contra,contra-ipsi",straight,,,,,,,,,,,,,,,,,,,,,отменить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/2597--отменить--MVI_1035_3g2_Output_557.mp4?raw=true' target='_blank'>отменить</a>,iconic,
ухудшать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/2862--ухудшать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,radial,palm,,hand-palm,sagittal,high-low,straight,,,,,,,,,,,,,,,,,,,,,ухудшать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/2862--ухудшать.mp4?raw=true' target='_blank'>ухудшать</a>,iconic,
ухудшать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/2862--ухудшать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,radial,palm,,space,sagittal,high-low,straight,,,,,,,,,,,,,,,,,,,,,ухудшать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/2862--ухудшать.mp4?raw=true' target='_blank'>ухудшать</a>,iconic,
аннулировать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3123--аннулировать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,tips,ulnar,,space,parallel,"high-low,ipsi-contra,high-low,contra-ipsi",straight,,,,,,,,,,,,,,,,,,,,,аннулировать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3123--аннулировать.mp4?raw=true' target='_blank'>аннулировать</a>,iconic,"Некоторые жесты повторяются. В смысле что у одного жеста есть несколько ""переводов"""
спрашивать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3346--спрашивать--спрашивать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,palm,tips,,head-low,,near-far,straight,,,,,,,,,,,,,,,,,,,,,спрашивать--спрашивать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3346--спрашивать--спрашивать.mp4?raw=true' target='_blank'>спрашивать</a>,non iconic,
предавать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3862--предавать--.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,,,,prone-neutral,head-mid,,,,,,,,,,,,,,,,,,,,,,,,предавать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3862--предавать--.mp4?raw=true' target='_blank'>предавать</a>,non iconic,
не мочь_I,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/4475--не мочь--не мочь.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,radial,radial,,trunk,,far-near,straight,,,,,,,,,,,,,,,,,,,,,не мочь--не мочь,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/4475--не мочь--не мочь.mp4?raw=true' target='_blank'>не мочь</a>,non iconic,
не мочь_II,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/4488--не мочь--.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,radial,radial,,trunk,,far-near,straight,,,,,,,,,,,,,,,,,,,,,не мочь,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/4488--не мочь--.mp4?raw=true' target='_blank'>не мочь</a>,non iconic,
вкладывать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5415--вкладывать--вкладывать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",open-closed,straight,bent,wide-pointed,radial,tips,,hand-palm,sagittal,proxi-distal,straight,,,,,,,,,,,,,,,,,,,,,вкладывать--вкладывать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5415--вкладывать--вкладывать.mp4?raw=true' target='_blank'>вкладывать</a>,iconic,
удалять,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5972--удалять--удалять.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,ulnar,palm,,hand-narrow,horisontal,distal-proxi,straight,,,,,,,,,,,,,,,,,,,,,удалять--удалять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5972--удалять--удалять.mp4?raw=true' target='_blank'>удалять</a>,iconic,
